Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Estimated_Bill
26/12/2006,10:34:00,4.522,0.162,237.5,19.0,0.0,0.0,17.0,6.556900000000001
26/12/2006,10:35:00,4.506,0.162,237.42,19.0,0.0,0.0,17.0,6.5337000000000005
26/12/2006,10:36:00,4.416,0.178,237.29,18.6,0.0,0.0,18.0,6.403200000000001
26/12/2006,10:37:00,4.434,0.184,237.77,18.6,0.0,0.0,17.0,6.4293000000000005
26/12/2006,10:38:00,4.422,0.182,237.49,18.6,0.0,0.0,17.0,6.4119
26/12/2006,10:39:00,4.46,0.102,237.76,18.8,0.0,0.0,18.0,6.4670000000000005
26/12/2006,10:40:00,4.44,0.0,237.25,18.6,0.0,0.0,17.0,6.438000000000001
26/12/2006,10:41:00,4.406,0.052,236.96,18.6,0.0,0.0,17.0,6.3887
26/12/2006,10:42:00,4.388,0.052,236.59,18.4,0.0,0.0,17.0,6.3626
26/12/2006,10:43:00,4.384,0.052,236.36,18.4,0.0,0.0,17.0,6.356800000000001
26/12/2006,10:44:00,4.402,0.05,236.93,18.6,0.0,0.0,18.0,6.3829
26/12/2006,10:45:00,4.398,0.052,236.79,18.6,0.0,0.0,17.0,6.3770999999999995
26/12/2006,10:46:00,4.366,0.052,236.49,18.4,0.0,0.0,17.0,6.3307
26/12/2006,10:47:00,4.576,0.048,236.33,19.4,0.0,0.0,17.0,6.6352
26/12/2006,10:48:00,4.066,0.0,237.47,17.4,0.0,0.0,17.0,5.8957
26/12/2006,10:49:00,2.552,0.0,239.21,10.6,0.0,0.0,18.0,3.7004
26/12/2006,10:50:00,2.256,0.0,238.89,9.4,0.0,0.0,17.0,3.2712
26/12/2006,10:51:00,2.266,0.0,239.49,9.4,0.0,0.0,18.0,3.2857
26/12/2006,10:52:00,2.286,0.0,239.15,9.6,0.0,0.0,17.0,3.3147
26/12/2006,10:53:00,2.308,0.0,238.21,9.6,0.0,0.0,18.0,3.3466
26/12/2006,10:54:00,2.298,0.0,237.43,9.6,0.0,0.0,17.0,3.3321
26/12/2006,10:55:00,2.308,0.0,238.13,9.6,0.0,0.0,18.0,3.3466
26/12/2006,10:56:00,2.3,0.0,238.05,9.6,0.0,0.0,17.0,3.3349999999999995
26/12/2006,10:57:00,2.302,0.0,238.53,9.6,0.0,0.0,17.0,3.3379000000000003
26/12/2006,10:58:00,2.31,0.0,238.93,9.6,0.0,0.0,18.0,3.3495
26/12/2006,10:59:00,2.302,0.0,238.4,9.6,0.0,0.0,17.0,3.3379000000000003
26/12/2006,11:00:00,2.228,0.0,238.62,9.4,0.0,0.0,18.0,3.2306000000000004
26/12/2006,11:01:00,2.322,0.0,239.46,9.6,0.0,0.0,17.0,3.3669000000000002
26/12/2006,11:02:00,2.426,0.094,238.87,10.2,0.0,0.0,18.0,3.5177000000000005
26/12/2006,11:03:00,2.412,0.096,238.05,10.2,0.0,0.0,17.0,3.4974000000000003
26/12/2006,11:04:00,2.418,0.098,238.67,10.2,0.0,0.0,18.0,3.5061000000000004
26/12/2006,11:05:00,2.414,0.106,238.83,10.2,0.0,0.0,17.0,3.5003
26/12/2006,11:06:00,2.404,0.104,238.51,10.0,0.0,0.0,17.0,3.4858
26/12/2006,11:07:00,2.422,0.11,239.69,10.2,0.0,0.0,18.0,3.5119000000000002
26/12/2006,11:08:00,2.416,0.108,239.41,10.0,0.0,0.0,18.0,3.5032
26/12/2006,11:09:00,2.41,0.108,239.17,10.0,0.0,0.0,17.0,3.4945
26/12/2006,11:10:00,2.428,0.116,239.49,10.2,0.0,0.0,18.0,3.5206
26/12/2006,11:11:00,2.466,0.21,238.88,10.4,0.0,0.0,17.0,3.5757000000000003
26/12/2006,11:12:00,2.452,0.208,238.53,10.4,0.0,0.0,18.0,3.5554
26/12/2006,11:13:00,2.466,0.214,239.31,10.4,0.0,0.0,17.0,3.5757000000000003
26/12/2006,11:14:00,2.41,0.136,239.35,10.0,0.0,0.0,18.0,3.4945
26/12/2006,11:15:00,2.37,0.074,239.02,10.0,0.0,0.0,17.0,3.4365
26/12/2006,11:16:00,2.368,0.07,238.73,10.0,0.0,0.0,18.0,3.4335999999999998
26/12/2006,11:17:00,2.392,0.07,239.75,10.0,0.0,0.0,17.0,3.4684
26/12/2006,11:18:00,2.378,0.072,238.45,10.0,0.0,0.0,18.0,3.4481000000000006
26/12/2006,11:19:00,2.37,0.07,238.13,10.0,0.0,0.0,17.0,3.4365
26/12/2006,11:20:00,2.326,0.0,238.76,9.8,0.0,0.0,18.0,3.3727000000000005
26/12/2006,11:21:00,2.31,0.0,238.53,9.6,0.0,0.0,17.0,3.3495
26/12/2006,11:22:00,2.3,0.0,238.02,9.6,0.0,0.0,17.0,3.3349999999999995
26/12/2006,11:23:00,2.298,0.0,238.22,9.6,0.0,0.0,18.0,3.3321
26/12/2006,11:24:00,2.306,0.0,238.75,9.6,0.0,0.0,17.0,3.3437000000000006
26/12/2006,11:25:00,2.302,0.0,238.78,9.6,0.0,0.0,18.0,3.3379000000000003
26/12/2006,11:26:00,2.32,0.0,240.08,9.6,0.0,0.0,17.0,3.3639999999999994
26/12/2006,11:27:00,2.32,0.0,240.05,9.6,0.0,0.0,18.0,3.3639999999999994
26/12/2006,11:28:00,2.324,0.0,240.25,9.6,0.0,0.0,18.0,3.3697999999999997
26/12/2006,11:29:00,2.328,0.0,239.75,9.6,0.0,0.0,17.0,3.3756
26/12/2006,11:30:00,2.33,0.0,239.63,9.8,0.0,0.0,18.0,3.3785000000000003
26/12/2006,11:31:00,2.312,0.0,238.88,9.6,0.0,0.0,17.0,3.3524
26/12/2006,11:32:00,2.298,0.0,238.3,9.6,0.0,0.0,18.0,3.3321
26/12/2006,11:33:00,2.314,0.0,238.91,9.6,0.0,0.0,17.0,3.3553
26/12/2006,11:34:00,2.316,0.0,239.0,9.6,0.0,0.0,18.0,3.3582
26/12/2006,11:35:00,2.318,0.0,239.15,9.6,0.0,0.0,17.0,3.3611
26/12/2006,11:36:00,2.418,0.072,239.6,10.0,0.0,0.0,18.0,3.5061000000000004
26/12/2006,11:37:00,2.424,0.104,238.99,10.2,0.0,0.0,17.0,3.5147999999999997
26/12/2006,11:38:00,2.42,0.106,239.51,10.0,0.0,0.0,18.0,3.509
26/12/2006,11:39:00,2.424,0.108,239.71,10.0,0.0,0.0,18.0,3.5147999999999997
26/12/2006,11:40:00,2.41,0.104,239.13,10.0,0.0,0.0,17.0,3.4945
26/12/2006,11:41:00,2.386,0.096,238.02,10.0,0.0,0.0,18.0,3.4597
26/12/2006,11:42:00,2.404,0.102,238.55,10.0,0.0,0.0,17.0,3.4858
26/12/2006,11:43:00,2.416,0.106,239.02,10.0,0.0,0.0,17.0,3.5032
26/12/2006,11:44:00,2.41,0.106,238.77,10.0,0.0,0.0,18.0,3.4945
26/12/2006,11:45:00,2.416,0.106,239.2,10.0,0.0,0.0,17.0,3.5032
26/12/2006,11:46:00,2.42,0.108,239.69,10.0,0.0,0.0,18.0,3.509
26/12/2006,11:47:00,2.432,0.11,240.3,10.2,0.0,0.0,18.0,3.5264
26/12/2006,11:48:00,2.424,0.058,241.94,10.0,0.0,0.0,18.0,3.5147999999999997
26/12/2006,11:49:00,2.366,0.0,241.59,9.8,0.0,0.0,18.0,3.4307000000000003
26/12/2006,11:50:00,2.346,0.0,240.54,9.8,0.0,0.0,17.0,3.4017000000000004
26/12/2006,11:51:00,2.334,0.0,240.81,9.6,0.0,0.0,18.0,3.3843
26/12/2006,11:52:00,2.394,0.064,240.09,10.0,0.0,0.0,18.0,3.4713000000000003
26/12/2006,11:53:00,2.35,0.074,237.61,9.8,0.0,0.0,17.0,3.4075
26/12/2006,11:54:00,2.362,0.078,238.35,10.0,0.0,0.0,17.0,3.4249
26/12/2006,11:55:00,2.38,0.082,239.48,10.0,0.0,0.0,18.0,3.451
26/12/2006,11:56:00,2.39,0.084,240.02,10.0,0.0,0.0,18.0,3.4655
26/12/2006,11:57:00,2.378,0.082,239.34,10.0,0.0,0.0,17.0,3.4481000000000006
26/12/2006,11:58:00,2.358,0.076,238.3,9.8,0.0,0.0,18.0,3.4191000000000003
26/12/2006,11:59:00,2.356,0.074,238.22,9.8,0.0,0.0,17.0,3.4162
26/12/2006,12:00:00,2.334,0.068,237.13,9.8,0.0,0.0,17.0,3.3843
26/12/2006,12:01:00,2.276,0.0,237.56,9.6,0.0,0.0,17.0,3.3002
26/12/2006,12:02:00,2.278,0.0,237.45,9.6,0.0,0.0,18.0,3.3031
26/12/2006,12:03:00,2.302,0.0,238.17,9.6,0.0,0.0,17.0,3.3379000000000003
26/12/2006,12:04:00,2.28,0.0,238.1,9.6,0.0,0.0,17.0,3.3059999999999996
26/12/2006,12:05:00,2.348,0.0,237.52,10.0,0.0,0.0,18.0,3.4046
26/12/2006,12:06:00,2.352,0.0,237.54,10.0,0.0,0.0,17.0,3.4103999999999997
26/12/2006,12:07:00,2.344,0.0,237.39,10.0,0.0,0.0,17.0,3.3987999999999996
26/12/2006,12:08:00,2.344,0.0,237.38,10.0,0.0,0.0,18.0,3.3987999999999996
26/12/2006,12:09:00,2.416,0.052,237.27,10.2,0.0,0.0,17.0,3.5032
26/12/2006,12:10:00,2.5,0.16,237.41,10.6,0.0,1.0,17.0,3.625
26/12/2006,12:11:00,2.512,0.214,237.52,10.6,0.0,2.0,17.0,3.6424000000000003
26/12/2006,12:12:00,2.624,0.214,236.93,11.2,0.0,1.0,18.0,3.8048
26/12/2006,12:13:00,2.54,0.218,237.9,10.8,0.0,1.0,17.0,3.6830000000000003
26/12/2006,12:14:00,2.476,0.224,238.75,10.4,0.0,2.0,17.0,3.5902
26/12/2006,12:15:00,2.48,0.226,239.19,10.4,0.0,1.0,18.0,3.596
26/12/2006,12:16:00,2.482,0.224,239.42,10.4,0.0,2.0,18.0,3.5989
26/12/2006,12:17:00,2.478,0.22,239.06,10.4,0.0,1.0,17.0,3.5931000000000006
26/12/2006,12:18:00,2.484,0.22,239.11,10.4,0.0,1.0,18.0,3.6018000000000003
26/12/2006,12:19:00,2.48,0.22,238.95,10.4,0.0,2.0,17.0,3.596
26/12/2006,12:20:00,2.462,0.214,237.9,10.4,0.0,1.0,17.0,3.5699
26/12/2006,12:21:00,2.496,0.21,239.01,10.6,0.0,2.0,18.0,3.6191999999999998
26/12/2006,12:22:00,2.438,0.152,238.69,10.2,0.0,1.0,17.0,3.5351000000000004
26/12/2006,12:23:00,2.378,0.084,238.47,10.0,0.0,1.0,18.0,3.4481000000000006
26/12/2006,12:24:00,2.388,0.088,238.93,10.0,0.0,2.0,17.0,3.4626
26/12/2006,12:25:00,2.454,0.078,239.33,10.2,0.0,1.0,18.0,3.5583000000000005
26/12/2006,12:26:00,2.484,0.08,239.76,10.4,0.0,1.0,17.0,3.6018000000000003
26/12/2006,12:27:00,2.478,0.076,239.15,10.4,0.0,2.0,18.0,3.5931000000000006
26/12/2006,12:28:00,2.5,0.082,240.25,10.4,0.0,1.0,18.0,3.625
26/12/2006,12:29:00,2.5,0.084,240.47,10.4,0.0,1.0,17.0,3.625
26/12/2006,12:30:00,2.498,0.084,240.46,10.4,0.0,1.0,18.0,3.6221000000000005
26/12/2006,12:31:00,2.506,0.088,241.02,10.4,0.0,2.0,18.0,3.6336999999999997
26/12/2006,12:32:00,2.532,0.12,240.77,10.6,0.0,1.0,18.0,3.6714
26/12/2006,12:33:00,2.57,0.19,240.72,10.8,0.0,1.0,17.0,3.7264999999999997
26/12/2006,12:34:00,2.566,0.188,240.61,10.8,0.0,1.0,18.0,3.7207
26/12/2006,12:35:00,2.558,0.17,240.96,10.6,0.0,1.0,18.0,3.7091
26/12/2006,12:36:00,2.492,0.066,240.63,10.4,0.0,0.0,18.0,3.6134
26/12/2006,12:37:00,2.488,0.068,240.66,10.4,0.0,0.0,17.0,3.6076
26/12/2006,12:38:00,2.482,0.07,240.56,10.4,0.0,0.0,18.0,3.5989
26/12/2006,12:39:00,2.484,0.072,240.92,10.4,0.0,0.0,18.0,3.6018000000000003
26/12/2006,12:40:00,2.48,0.07,240.68,10.4,0.0,0.0,18.0,3.596
26/12/2006,12:41:00,2.428,0.0,240.54,10.2,0.0,0.0,17.0,3.5206
26/12/2006,12:42:00,2.4,0.0,240.46,10.0,0.0,0.0,18.0,3.48
26/12/2006,12:43:00,2.414,0.0,241.41,10.0,0.0,0.0,18.0,3.5003
26/12/2006,12:44:00,2.486,0.0,242.13,10.2,0.0,0.0,18.0,3.6047000000000002
26/12/2006,12:45:00,2.532,0.11,242.36,10.4,0.0,0.0,18.0,3.6714
26/12/2006,12:46:00,2.532,0.112,242.87,10.4,0.0,0.0,18.0,3.6714
26/12/2006,12:47:00,2.522,0.108,242.48,10.4,0.0,0.0,18.0,3.6569
26/12/2006,12:48:00,2.504,0.104,241.52,10.4,0.0,0.0,18.0,3.6308000000000002
26/12/2006,12:49:00,2.476,0.098,240.26,10.4,0.0,0.0,17.0,3.5902
26/12/2006,12:50:00,2.486,0.102,241.07,10.4,0.0,0.0,18.0,3.6047000000000002
26/12/2006,12:51:00,2.476,0.1,240.59,10.4,0.0,0.0,18.0,3.5902
26/12/2006,12:52:00,2.47,0.098,240.03,10.4,0.0,0.0,18.0,3.5815000000000006
26/12/2006,12:53:00,2.456,0.092,239.22,10.2,0.0,0.0,17.0,3.5612
26/12/2006,12:54:00,2.448,0.092,239.17,10.2,0.0,0.0,18.0,3.5496
26/12/2006,12:55:00,2.44,0.092,238.96,10.2,0.0,0.0,17.0,3.5380000000000003
26/12/2006,12:56:00,2.406,0.052,238.61,10.0,0.0,0.0,18.0,3.4887
26/12/2006,12:57:00,2.436,0.0,237.86,10.2,0.0,0.0,17.0,3.5322
26/12/2006,12:58:00,2.65,0.0,237.25,11.2,0.0,0.0,17.0,3.8425000000000002
26/12/2006,12:59:00,2.756,0.048,238.38,11.8,0.0,0.0,18.0,3.9962
26/12/2006,13:00:00,3.982,0.294,237.19,17.0,0.0,0.0,17.0,5.7739
26/12/2006,13:01:00,3.962,0.25,237.25,17.0,0.0,0.0,17.0,5.7449
26/12/2006,13:02:00,3.778,0.212,237.57,16.2,0.0,0.0,17.0,5.4781
26/12/2006,13:03:00,3.918,0.342,237.65,16.8,0.0,0.0,18.0,5.681100000000001
26/12/2006,13:04:00,3.964,0.362,236.99,17.0,0.0,0.0,17.0,5.747800000000001
26/12/2006,13:05:00,4.078,0.338,237.02,17.4,0.0,0.0,17.0,5.913100000000001
26/12/2006,13:06:00,3.79,0.306,236.98,16.2,0.0,0.0,17.0,5.4955
26/12/2006,13:07:00,3.16,0.192,236.62,13.8,0.0,0.0,17.0,4.582
26/12/2006,13:08:00,2.592,0.132,237.2,10.8,0.0,0.0,18.0,3.7584
26/12/2006,13:09:00,3.516,0.32,237.06,15.2,0.0,0.0,17.0,5.0982
26/12/2006,13:10:00,3.872,0.35,235.77,16.6,0.0,0.0,17.0,5.6144
26/12/2006,13:11:00,2.672,0.23,237.69,11.2,0.0,0.0,17.0,3.8744
26/12/2006,13:12:00,2.672,0.224,237.71,11.2,0.0,0.0,18.0,3.8744
26/12/2006,13:13:00,2.674,0.226,237.85,11.2,0.0,0.0,17.0,3.8773
26/12/2006,13:14:00,2.686,0.23,238.38,11.2,0.0,0.0,17.0,3.8947
26/12/2006,13:15:00,2.694,0.23,238.97,11.2,0.0,0.0,18.0,3.9063
26/12/2006,13:16:00,2.724,0.234,240.58,11.4,0.0,0.0,18.0,3.9498
26/12/2006,13:17:00,2.726,0.234,240.77,11.4,0.0,0.0,17.0,3.9527
26/12/2006,13:18:00,2.752,0.272,239.78,11.4,0.0,0.0,18.0,3.9903999999999997
26/12/2006,13:19:00,2.752,0.264,240.11,11.4,0.0,0.0,18.0,3.9903999999999997
26/12/2006,13:20:00,2.73,0.258,239.64,11.4,0.0,0.0,17.0,3.9585
26/12/2006,13:21:00,2.742,0.262,240.64,11.4,0.0,0.0,18.0,3.9759
26/12/2006,13:22:00,2.73,0.258,240.07,11.4,0.0,0.0,18.0,3.9585
26/12/2006,13:23:00,2.742,0.26,240.61,11.4,0.0,0.0,17.0,3.9759
26/12/2006,13:24:00,2.726,0.26,240.3,11.4,0.0,0.0,18.0,3.9527
26/12/2006,13:25:00,2.726,0.258,240.26,11.4,0.0,0.0,18.0,3.9527
26/12/2006,13:26:00,2.71,0.25,238.94,11.4,0.0,0.0,17.0,3.9295
26/12/2006,13:27:00,2.706,0.254,239.37,11.2,0.0,0.0,18.0,3.9236999999999997
26/12/2006,13:28:00,2.706,0.252,239.32,11.4,0.0,0.0,17.0,3.9236999999999997
26/12/2006,13:29:00,2.726,0.256,240.06,11.4,0.0,0.0,18.0,3.9527
26/12/2006,13:30:00,2.722,0.254,240.01,11.4,0.0,0.0,18.0,3.9469000000000003
26/12/2006,13:31:00,2.602,0.102,240.42,10.8,0.0,0.0,17.0,3.7729
26/12/2006,13:32:00,2.402,0.0,240.39,10.0,0.0,0.0,18.0,3.4829000000000003
26/12/2006,13:33:00,2.416,0.0,240.51,10.0,0.0,0.0,18.0,3.5032
26/12/2006,13:34:00,2.36,0.0,240.3,9.8,0.0,0.0,17.0,3.422
26/12/2006,13:35:00,2.358,0.0,240.92,9.8,0.0,0.0,18.0,3.4191000000000003
26/12/2006,13:36:00,2.358,0.0,241.04,9.8,0.0,0.0,18.0,3.4191000000000003
26/12/2006,13:37:00,2.388,0.0,240.11,10.0,0.0,0.0,18.0,3.4626
26/12/2006,13:38:00,2.416,0.06,239.72,10.0,0.0,0.0,17.0,3.5032
26/12/2006,13:39:00,2.422,0.062,239.76,10.2,0.0,0.0,18.0,3.5119000000000002
26/12/2006,13:40:00,2.47,0.07,240.86,10.2,0.0,0.0,18.0,3.5815000000000006
26/12/2006,13:41:00,2.536,0.086,240.58,10.6,0.0,0.0,17.0,3.6772000000000005
26/12/2006,13:42:00,2.528,0.084,240.37,10.6,0.0,0.0,18.0,3.6656
26/12/2006,13:43:00,2.516,0.084,240.32,10.6,0.0,0.0,18.0,3.6482
26/12/2006,13:44:00,2.504,0.082,240.29,10.4,0.0,0.0,17.0,3.6308000000000002
26/12/2006,13:45:00,2.456,0.062,240.45,10.2,0.0,0.0,18.0,3.5612
26/12/2006,13:46:00,2.488,0.06,240.5,10.4,0.0,0.0,18.0,3.6076
26/12/2006,13:47:00,2.496,0.064,241.19,10.4,0.0,0.0,18.0,3.6191999999999998
26/12/2006,13:48:00,2.644,0.056,240.31,11.0,0.0,0.0,17.0,3.8338
26/12/2006,13:49:00,3.112,0.052,240.53,13.2,0.0,0.0,18.0,4.5124
26/12/2006,13:50:00,4.156,0.0,239.47,17.4,0.0,0.0,18.0,6.0262
26/12/2006,13:51:00,3.008,0.0,240.52,12.6,0.0,0.0,17.0,4.3616
26/12/2006,13:52:00,2.82,0.0,241.57,11.6,0.0,0.0,18.0,4.0889999999999995
26/12/2006,13:53:00,2.868,0.086,241.16,11.8,0.0,0.0,18.0,4.1586
26/12/2006,13:54:00,3.15,0.108,241.22,13.2,0.0,0.0,18.0,4.5675
26/12/2006,13:55:00,3.368,0.102,241.48,14.2,0.0,0.0,18.0,4.8835999999999995
26/12/2006,13:56:00,2.866,0.092,242.04,11.8,0.0,0.0,18.0,4.1556999999999995
26/12/2006,13:57:00,2.864,0.094,242.12,11.8,0.0,0.0,18.0,4.1528
26/12/2006,13:58:00,2.87,0.098,242.49,11.8,0.0,0.0,18.0,4.1615
26/12/2006,13:59:00,2.836,0.088,240.66,11.8,0.0,0.0,17.0,4.1122
26/12/2006,14:00:00,2.576,0.128,241.41,10.8,0.0,0.0,18.0,3.7352000000000003
26/12/2006,14:01:00,2.4,0.348,242.9,10.0,0.0,0.0,18.0,3.48
26/12/2006,14:02:00,3.778,0.368,243.11,16.2,0.0,25.0,18.0,5.4781
26/12/2006,14:03:00,4.52,0.36,242.8,18.6,0.0,37.0,18.0,6.553999999999999
26/12/2006,14:04:00,3.954,0.288,242.58,16.8,0.0,29.0,18.0,5.733300000000001
26/12/2006,14:05:00,4.256,0.05,241.69,17.6,0.0,37.0,18.0,6.171200000000001
26/12/2006,14:06:00,3.704,0.0,242.27,15.8,0.0,29.0,18.0,5.3708
26/12/2006,14:07:00,4.248,0.0,242.16,17.6,0.0,37.0,18.0,6.1596
26/12/2006,14:08:00,4.23,0.0,241.64,17.4,0.0,38.0,18.0,6.133500000000001
26/12/2006,14:09:00,4.232,0.0,241.73,17.4,0.0,37.0,18.0,6.136400000000001
26/12/2006,14:10:00,4.218,0.0,241.39,17.4,0.0,37.0,18.0,6.1161
26/12/2006,14:11:00,4.23,0.0,241.54,17.4,0.0,37.0,18.0,6.133500000000001
26/12/2006,14:12:00,4.238,0.0,241.87,17.4,0.0,38.0,18.0,6.1451
26/12/2006,14:13:00,4.246,0.0,242.01,17.6,0.0,37.0,18.0,6.156700000000001
26/12/2006,14:14:00,4.28,0.046,242.28,17.6,0.0,38.0,17.0,6.206
26/12/2006,14:15:00,4.322,0.136,242.1,17.8,0.0,37.0,18.0,6.266900000000001
26/12/2006,14:16:00,4.32,0.128,242.19,17.8,0.0,37.0,18.0,6.264
26/12/2006,14:17:00,4.342,0.138,242.8,17.8,0.0,38.0,18.0,6.2959
26/12/2006,14:18:00,4.326,0.13,242.5,17.8,0.0,37.0,18.0,6.2727
26/12/2006,14:19:00,4.342,0.14,242.87,17.8,0.0,38.0,18.0,6.2959
26/12/2006,14:20:00,4.334,0.132,242.83,17.8,0.0,38.0,19.0,6.284299999999999
26/12/2006,14:21:00,4.498,0.138,242.61,18.6,0.0,37.0,18.0,6.522100000000001
26/12/2006,14:22:00,4.612,0.126,242.68,19.0,0.0,38.0,18.0,6.687400000000001
26/12/2006,14:23:00,4.628,0.138,243.06,19.0,0.0,37.0,18.0,6.7106
26/12/2006,14:24:00,4.626,0.128,243.23,19.0,0.0,38.0,18.0,6.707700000000001
26/12/2006,14:25:00,4.03,0.144,243.26,16.8,0.0,29.0,18.0,5.8435
26/12/2006,14:26:00,3.704,0.0,242.79,15.4,0.0,22.0,18.0,5.3708
26/12/2006,14:27:00,4.608,0.128,241.71,19.0,0.0,37.0,18.0,6.6815999999999995
26/12/2006,14:28:00,4.664,0.222,241.15,19.4,0.0,39.0,18.0,6.7627999999999995
26/12/2006,14:29:00,4.68,0.28,241.36,19.4,0.0,38.0,17.0,6.7860000000000005
26/12/2006,14:30:00,4.202,0.278,242.34,17.6,0.0,32.0,18.0,6.0929
26/12/2006,14:31:00,3.778,0.302,242.94,15.8,0.0,22.0,18.0,5.4781
26/12/2006,14:32:00,4.706,0.276,242.54,19.4,0.0,38.0,18.0,6.8237000000000005
26/12/2006,14:33:00,4.164,0.304,243.08,17.4,0.0,31.0,19.0,6.0378
26/12/2006,14:34:00,3.878,0.292,243.78,16.0,0.0,24.0,18.0,5.623100000000001
26/12/2006,14:35:00,4.736,0.3,243.11,19.4,0.0,39.0,18.0,6.8671999999999995
26/12/2006,14:36:00,3.822,0.292,243.65,15.8,0.0,25.0,18.0,5.541900000000001
26/12/2006,14:37:00,4.188,0.292,242.33,17.4,0.0,29.0,18.0,6.0725999999999996
26/12/2006,14:38:00,4.144,0.264,242.15,17.4,0.0,31.0,18.0,6.0088
26/12/2006,14:39:00,3.722,0.248,243.44,15.4,0.0,21.0,18.0,5.3969
26/12/2006,14:40:00,4.1,0.136,243.71,17.2,0.0,30.0,18.0,5.944999999999999
26/12/2006,14:41:00,4.2,0.166,243.81,17.4,0.0,33.0,18.0,6.09
26/12/2006,14:42:00,3.19,0.154,245.17,13.2,0.0,16.0,19.0,4.6255
26/12/2006,14:43:00,4.562,0.164,243.79,18.8,0.0,36.0,18.0,6.6149000000000004
26/12/2006,14:44:00,3.252,0.158,245.18,13.4,0.0,17.0,18.0,4.7154
26/12/2006,14:45:00,4.49,0.158,243.63,18.6,0.0,34.0,19.0,6.5105
26/12/2006,14:46:00,3.36,0.152,244.4,13.8,0.0,20.0,18.0,4.872
26/12/2006,14:47:00,4.254,0.156,243.41,17.8,0.0,31.0,18.0,6.1682999999999995
26/12/2006,14:48:00,3.164,0.154,244.09,13.0,0.0,17.0,18.0,4.5878000000000005
26/12/2006,14:49:00,2.576,0.18,245.17,10.6,0.0,4.0,19.0,3.7352000000000003
26/12/2006,14:50:00,2.586,0.168,244.91,10.6,0.0,5.0,18.0,3.7497
26/12/2006,14:51:00,2.662,0.282,245.71,11.0,0.0,5.0,18.0,3.8599
26/12/2006,14:52:00,2.68,0.288,246.17,11.0,0.0,5.0,19.0,3.8860000000000006
26/12/2006,14:53:00,2.65,0.292,245.58,10.8,0.0,4.0,18.0,3.8425000000000002
26/12/2006,14:54:00,2.678,0.282,245.7,11.0,0.0,5.0,19.0,3.8830999999999998
26/12/2006,14:55:00,2.658,0.292,245.77,10.8,0.0,5.0,18.0,3.8541
26/12/2006,14:56:00,2.63,0.27,245.77,10.8,0.0,4.0,19.0,3.8135
26/12/2006,14:57:00,2.47,0.228,246.67,10.0,0.0,1.0,18.0,3.5815000000000006
26/12/2006,14:58:00,2.486,0.232,246.55,10.2,0.0,2.0,19.0,3.6047000000000002
26/12/2006,14:59:00,2.462,0.226,246.47,10.0,0.0,1.0,19.0,3.5699
26/12/2006,15:00:00,2.474,0.23,246.27,10.0,0.0,2.0,18.0,3.5873000000000004
26/12/2006,15:01:00,2.526,0.31,245.86,10.4,0.0,1.0,19.0,3.6627
26/12/2006,15:02:00,2.504,0.262,245.48,10.2,0.0,1.0,18.0,3.6308000000000002
26/12/2006,15:03:00,2.482,0.254,245.5,10.2,0.0,1.0,18.0,3.5989
26/12/2006,15:04:00,2.496,0.26,245.6,10.2,0.0,2.0,19.0,3.6191999999999998
26/12/2006,15:05:00,2.49,0.26,246.4,10.2,0.0,1.0,18.0,3.6105000000000005
26/12/2006,15:06:00,2.508,0.266,246.55,10.2,0.0,2.0,19.0,3.6366
26/12/2006,15:07:00,2.492,0.264,246.88,10.2,0.0,1.0,19.0,3.6134
26/12/2006,15:08:00,2.504,0.264,246.41,10.2,0.0,1.0,18.0,3.6308000000000002
26/12/2006,15:09:00,2.484,0.256,246.0,10.2,0.0,2.0,19.0,3.6018000000000003
26/12/2006,15:10:00,2.49,0.254,245.25,10.2,0.0,1.0,18.0,3.6105000000000005
26/12/2006,15:11:00,2.466,0.25,245.27,10.2,0.0,1.0,19.0,3.5757000000000003
26/12/2006,15:12:00,2.482,0.222,246.39,10.2,0.0,2.0,18.0,3.5989
26/12/2006,15:13:00,2.502,0.104,246.5,10.2,0.0,0.0,19.0,3.6279
26/12/2006,15:14:00,2.45,0.0,246.77,10.0,0.0,0.0,18.0,3.5525000000000007
26/12/2006,15:15:00,2.426,0.0,246.64,9.8,0.0,0.0,19.0,3.5177000000000005
26/12/2006,15:16:00,2.43,0.0,246.91,9.8,0.0,0.0,19.0,3.5235000000000007
26/12/2006,15:17:00,2.316,0.0,246.37,9.4,0.0,0.0,18.0,3.3582
26/12/2006,15:18:00,2.316,0.0,245.2,9.4,0.0,1.0,19.0,3.3582
26/12/2006,15:19:00,2.314,0.0,245.56,9.4,0.0,0.0,18.0,3.3553
26/12/2006,15:20:00,2.304,0.0,245.27,9.4,0.0,0.0,18.0,3.3407999999999998
26/12/2006,15:21:00,2.35,0.0,245.07,9.6,0.0,0.0,19.0,3.4075
26/12/2006,15:22:00,2.412,0.0,245.39,9.8,0.0,0.0,18.0,3.4974000000000003
26/12/2006,15:23:00,2.432,0.0,245.29,10.0,0.0,0.0,19.0,3.5264
26/12/2006,15:24:00,2.418,0.0,245.74,9.8,0.0,0.0,18.0,3.5061000000000004
26/12/2006,15:25:00,2.378,0.0,245.79,9.6,0.0,1.0,19.0,3.4481000000000006
